text,label_id,label,doc_id,annotation_id,exp_split
"jacki resolves to play this one last gig and then throw in the towel if she does not find success . 
",objective,0,9368,subj_9368,train
"a take on the classic tale 'the boy who cried wolf' , 'big fat liar' is about a 14-year-old boy named jason shephard ( frankie muniz ) who lies for the fun of it . 
",objective,0,5960,subj_5960,train
"every time you look , sweet home alabama is taking another bummer of a wrong turn . 
",subjective,1,426,subj_426,train
"one of the best films i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense . 
",subjective,1,3712,subj_3712,train
"anmol comes to india with his father-in- law ( paresh rawal ) and the moment they step into india they are picked up by choto chhatri ( johny lever ) , who takes them to a local goon , eaida anna ( sunil shetty ) . 
",objective,0,8980,subj_8980,train
"in the meantime , a grifter breaks into their apartments and rummages their personal belongings , thus unfolding hidden secrets . 
",objective,0,7903,subj_7903,train
"years later murdock has grown into a man and becomes a respected criminal attorney . 
",objective,0,6288,subj_6288,train
"there's a story that goes around the town of darkness falls about her , and she's called the tooth fairy . 
",objective,0,5047,subj_5047,train
"he has come to earth to spearhead an invasion . 
",objective,0,6991,subj_6991,train
"miyazaki's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about spirited away is that there is no rest period , no timeout . 
",subjective,1,1690,subj_1690,train
"neil burger here succeeded in . . . making the mystery of four decades back the springboard for a more immediate mystery in the present . 
",subjective,1,2349,subj_2349,train
"an exceptionally dreary and overwrought bit of work , every bit as imperious as katzenberg's the prince of egypt from 1998 . 
",subjective,1,4974,subj_4974,train
"at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience . 
",subjective,1,180,subj_180,train
"every hour brings rausch one step closer to controlling the satellite and taking the world hostage . 
",objective,0,6923,subj_6923,train
"we've seen the hippie-turned-yuppie plot before , but there's an enthusiastic charm in <i ? fire that makes the formula fresh again . 
",subjective,1,2353,subj_2353,train
"the pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious-minded concerns of other year-end movies . 
",subjective,1,2544,subj_2544,train
"smith's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes . 
",subjective,1,1081,subj_1081,train
"from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie . 
",subjective,1,2982,subj_2982,train
"the only way around this is using illegal simulated identity implants ( sims ) . 
",objective,0,6717,subj_6717,train
"not about to lose the fortune she amassed with her self-serving texas husband , she makes an offer to her process server , joe ( matthew perry ) that sets them off on a wild trip across the country . 
",objective,0,7717,subj_7717,train
"eddie is investigated and forced to exile himself from his family until the matter is dealt with . 
",objective,0,8885,subj_8885,train
"rhames is a tightly harnessed bundle of fury , snipes a restrained champion who seems to have made inner peace with the crime of passion that sent him away for life , and falk a riveting delight . 
",subjective,1,3406,subj_3406,train
"it's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni . 
",subjective,1,100,subj_100,train
"nicklas lives a pretty normal teenage life , until one day , not far from graduation , when a gangster from his school beats him up . 
",objective,0,9099,subj_9099,train
"a terrifically deft picture about the thick line that separates movie glamour from the real world , and the thin line between common sense and paranoia . 
",subjective,1,3667,subj_3667,train
"proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism . . . and still be a letdown if its twists and turns hold no more surprise than yesterday's weather report . 
",subjective,1,3112,subj_3112,train
" "" frida "" chronicles the life frida kahlo ( salma hayek ) shared unflichingly and openly with diego rivera ( alfred molina ) , as the young couple took the art world by storm . 
",objective,0,8415,subj_8415,train
"ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer's memory . 
",subjective,1,4164,subj_4164,train
"but sam decker still has a few tricks to teach the kids , and he's got some thingfs to learn from them . 
",objective,0,9373,subj_9373,train
"a waterlogged version of 'fatal attraction' for the teeny-bopper set . . . a sad , soggy potboiler that wastes the talents of its attractive young leads . 
",subjective,1,3647,subj_3647,train
"in a botched attempt to organize a protest against their "" slave labor "" , the women take over the prison - a rare glimpse of the effects of the prison industrial complex on female inmates . 
",objective,0,7247,subj_7247,train
"however , none of the events of either stories crossover or effect the other in any way . 
",objective,0,9672,subj_9672,train
"rather than spreading good cheer , the duo's motive is to rob each establishment , a strategy that becomes complicated when they encounter a precocious 8-year old that teaches them the true meaning of christmas . 
",objective,0,9924,subj_9924,train
" "" funny valentine "" is about learning what it takes to find true love . 
",objective,0,7403,subj_7403,train
"forced to move back to his old job at a pizza parlor and into a rundown tenement where a number of oddballs wander the hall including a lonely middle aged woman ( mary coleston ) who makes spam casseroles for all the bachelors , a daffy prostitute ( krystina carson ) , and a spanish don juan ( manual cabra ) who wanders the halls in his bathrobe . 
",objective,0,8981,subj_8981,train
"an engineer creates the ultimate weapon in a battle against aliens , only to be suspected as an alien himself . 
",objective,0,6307,subj_6307,train
"shanghai ghetto , much stranger than any fiction , brings this unknown slice of history affectingly to life . 
",subjective,1,4701,subj_4701,train
"a breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat . 
",subjective,1,2218,subj_2218,train
"knowing his end is near , he puts out the call to his old comrade , john "" eagle eye "" pennell . 
",objective,0,6988,subj_6988,train
"a flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds . 
",subjective,1,1688,subj_1688,train
"this "" league "" comprises seafarer/inventor captain nemo ( shah ) , vampiress mina harker ( wilson ) , an invisible man named rodney skinner ( curran ) , american secret service agent tom sawyer ( west ) , the ageless and invincible dorian gray ( townsend ) , and the dangerous split personality of dr . jekyll/mr . 
",objective,0,6116,subj_6116,train
"but what if it's lord voldemort trying to make his evil return ? 
",objective,0,5254,subj_5254,train
"the romantic triangle leads to a surprising conclusion as the young man's secret motive has explosive consequences . 
",objective,0,5426,subj_5426,train
"the film focuses on the relationships between each of the four people and what happens when an affair takes place between two of them who are not married to each other and logically betraying the two remaining characters . 
",objective,0,5440,subj_5440,train
"it's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate . 
",subjective,1,4676,subj_4676,train
"their brother was killed by a drug overdose a few years earlier and the gang is determined to keep drugs off their block . 
",objective,0,8924,subj_8924,train
"a moving story of determination and the human spirit . 
",subjective,1,4905,subj_4905,train
"with we were soldiers , hollywood makes a valiant attempt to tell a story about the vietnam war before the pathology set in . 
",subjective,1,887,subj_887,train
"unbeknownst to the contestants , the game's host has struck a deal with the soldiers hired to guard the money , and does not really have the player's best interests , or even basic safety , at heart . 
",objective,0,7911,subj_7911,train
"fundamentally , john learns that love and a sense of purpose are more powerful and more valuable than money . 
",objective,0,9001,subj_9001,train
"the first hour alone is worth the admission price . 
",subjective,1,4254,subj_4254,train
"killers , revolutionaries , big business , kids , family , god . 
",objective,0,6446,subj_6446,train
"joe hickley thinks he's got a great scheme : kidnap the child of rich parents , hold it for 24 hours , keeping the mother under his control while an accomplice gets the ransom from the father , who is on a trip . 
",objective,0,5485,subj_5485,train
"calvin's barbershop is filled with an eclectic and hilarious cast of characters that share their stories , jokes , trials and tribulations . 
",objective,0,9768,subj_9768,train
"ricky is an ex-con with two strikes against him and is desperately trying to stay straight . 
",objective,0,7955,subj_7955,train
"the boys' sparring , like the succession of blows dumped on guei , wears down the story's more cerebral , and likable , plot elements . 
",subjective,1,303,subj_303,train
"no number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story . 
",subjective,1,1261,subj_1261,train
"soulless and -- even more damning -- virtually joyless , xxx achieves near virtuosity in its crapulence . 
",subjective,1,3752,subj_3752,train
"now escaped from prison , mel begins his quest for vengeance . 
",objective,0,6643,subj_6643,train
"the film is told in flashbacks with a female reporter interviewing gale . 
",objective,0,6575,subj_6575,train
"as a young writer , her fun loving , witty and kind personality represent everything that rio is not . 
",objective,0,7251,subj_7251,train
"as the sexual revolution blossomed , and porn sub culture flourished john was the man . 
",objective,0,7912,subj_7912,train
"robinson's web of suspense matches the page-turning frenzy that clancy creates . 
",subjective,1,4058,subj_4058,train
"everywhere he goes he is plagued by cats and when by chance he meets carol on a lonely highway they must begin a journey , avoiding the mysterious private detective mr barlow and the terrifying inhuman creature jack , to uncover the dark truth to charlie's life . 
",objective,0,5051,subj_5051,train
"a brain twister , less a movie-movie than a funny and weird meditation on hollywood , success , artistic integrity and intellectual bankruptcy . 
",subjective,1,1214,subj_1214,train
"this is one of mr . chabrol's subtlest works , but also one of his most uncanny . 
",subjective,1,1314,subj_1314,train
"avary's film never quite emerges from the shadow of ellis' book . 
",subjective,1,646,subj_646,train
"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot . 
",subjective,1,1068,subj_1068,train
"a malediction passed from generation to generation has it that any woman in her family who sings will die . 
",objective,0,5325,subj_5325,train
"huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she'll crack . 
",subjective,1,271,subj_271,train
"a worthy addition to the cinematic canon , which , at last count , numbered 52 different versions . 
",subjective,1,1150,subj_1150,train
"his odyssey finally leads him onto a theatre stage . 
",objective,0,8109,subj_8109,train
"the film's sharp , often mischievous sense of humor will catch some off guard . . . 
",subjective,1,3872,subj_3872,train
"de niro looks bored , murphy recycles murphy , and you mentally add showtime to the pile of hollywood dreck that represents nothing more than the art of the deal . 
",subjective,1,1793,subj_1793,train
"about a boy vividly recalls the cary grant of room for one more , houseboat and father goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him . 
",subjective,1,2836,subj_2836,train
"what starts as an innocent game of bar trivia soon escalates into an all out war - dex &#38 ; eric vs . herb . 
",objective,0,6680,subj_6680,train
"but unfortunately , karl lubeck has seen better days . 
",objective,0,7214,subj_7214,train
"finally , the unequal lovers end up as fugitives from justice - but for how long ? 
",objective,0,5823,subj_5823,train
"this mistaken-identity picture is so film-culture referential that the final product is a ghost . 
",subjective,1,477,subj_477,train
"a comedy about bending the rules to reach your goal , bend it like beckham explores the world of women's football , from kick-abouts in the park to freekicks in the final . 
",objective,0,6480,subj_6480,train
"his religious devotion to the work is challenged however , when his best friend and personal mentor is run down by an irate motorist and knocked into a deep coma . 
",objective,0,8283,subj_8283,train
"the holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot . 
",subjective,1,2379,subj_2379,train
"the limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie . 
",subjective,1,800,subj_800,train
"their love for each other is like a beacon in the storm . 
",objective,0,7072,subj_7072,train
"living hermit-like and existing on a strict alcohol diet , mudd's world has collapsed . 
",objective,0,6595,subj_6595,train
"from the choppy editing to the annoying score to 'special effects' by way of replacing objects in a character's hands below the camera line , "" besotted "" is misbegotten
",subjective,1,4626,subj_4626,train
"the film captures intense footage of several art events as well as interviews with burning man organizers larry harvey ( also co-founder ) , crimson rose and will roger who explain how , what started in 1986 as an impromptu summer solstice celebration , put on by a few friends at a beach in san francisco , has turned into a full-blown exercise in city planning and management with a hefty price-tag . 
",objective,0,5169,subj_5169,train
"torn between the divine and the carnal , the righteous and the unjust , father amaro must summon his strength to choose which life he will lead . 
",objective,0,5939,subj_5939,train
"it takes you on a personal journey through one family's history , one man's self-destructive grief and a love that transcends time and death . 
",objective,0,6801,subj_6801,train
"it is then that they discover the myth of 'the bread in the bed' - a huge bed full of money . 
",objective,0,6631,subj_6631,train
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance . 
",subjective,1,4602,subj_4602,train
"it's an exhilarating place to visit , this laboratory of laughter . 
",subjective,1,4185,subj_4185,train
"nobody talks about what happened five years ago , but something shifts beneath the surface of their lives a secret that won't stay buried . 
",objective,0,6062,subj_6062,train
"this documentary of cameroon's repressive political realities begins with the 1990 publication of an open letter to president biya calling for a national conference and the immediate arrest of the letter's author and publisher . 
",objective,0,6130,subj_6130,train
"smart science fiction for grown-ups , with only a few false steps along the way . 
",subjective,1,4973,subj_4973,train
"the cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing . 
",subjective,1,194,subj_194,train
"leela is a film based on the south asian-american experience . 
",objective,0,7053,subj_7053,train
"identified as deserters , they are returned to their barracks to be court martialed . 
",objective,0,5089,subj_5089,train
"giving birth to her first child should be a time of happiness for rachel ( emily woof ) , but the dream is shattered when she learns that her newborn baby has died during the night . 
",objective,0,6841,subj_6841,train
"of course love does triumph in the end , but it is found by the heart and only after the age-old adage of "" to thine own self be true "" is learned by one and all . 
",objective,0,5336,subj_5336,train
"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on . 
",subjective,1,71,subj_71,train
"it just goes to show , an intelligent person isn't necessarily an admirable storyteller . 
",subjective,1,990,subj_990,train
"green card fever is the story of a young man in the united states who overstays his visa in the pursuit of a "" green card "" . 
",objective,0,7246,subj_7246,train
"there's enough here to keep the sequel rocking , providing you can leave the adult in you at the door . 
",subjective,1,3347,subj_3347,train
"the unexplored story opportunities of "" punch-drunk love "" may have worked against the maker's minimalist intent but it is an interesting exercise by talented writer/director anderson . 
",subjective,1,4956,subj_4956,train
"further complicating her isolated existence , alicia's high school principal compels her to pay a reluctant visit on the still-hospitalized deanna . 
",objective,0,9492,subj_9492,train
"quiet , sexual , disturbing , often beautifully melancholic . 
",subjective,1,835,subj_835,train
"ritchie's film is easier to swallow than wertmuller's polemical allegory , but it's self-defeatingly decorous . 
",subjective,1,4142,subj_4142,train
"brings awareness to an issue often overlooked -- women's depression . 
",subjective,1,3298,subj_3298,train
"four friends journey down life's paths to find out whether god or society has the right to decide the good or the evil . 
",objective,0,9160,subj_9160,train
"rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle
",subjective,1,1621,subj_1621,train
"may take its sweet time to get wherever it's going , but if you have the patience for it , you won't feel like it's wasted yours . 
",subjective,1,2010,subj_2010,train
"this particular weekend strays from the usual when adam meets a girl at a party ( a simple incident which drives his best friend to the brink of a jealous rage ) . 
",objective,0,5427,subj_5427,train
"there is one surefire way to get a nomination for a best-foreign-film oscar : make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture . 
",subjective,1,688,subj_688,train
"anchored by a terrific performance by abbass , satin rouge shows that the idea of women's self-actualization knows few continental divides . 
",subjective,1,1728,subj_1728,train
"with salvage crews ordered to clear the crash zone for the busy easter traffic , the locals undertook their own salvage operation , making it their best easter ever . 
",objective,0,6434,subj_6434,train
"as his circle of friends keeps getting smaller one of the characters in long time dead says 'i'm telling you , this is f * * * ed' . maybe he was reading the minds of the audience . 
",subjective,1,883,subj_883,train
"buy is an accomplished actress , and this is a big , juicy role . 
",subjective,1,2377,subj_2377,train
"its audacious ambitions sabotaged by pomposity , steven soderbergh's space opera emerges as a numbingly dull experience . 
",subjective,1,721,subj_721,train
"a man gets into a car and makes a farewell address to his young daughter , explaining why he will blow himself up as a protest against the dictatorship he lives in . 
",objective,0,6027,subj_6027,train
"but he meets cac&#225 ; 's brother , nando , who tries to convince him to take part in a scam . 
",objective,0,6901,subj_6901,train
"at the same time , sanitarian doctor oswaldo cruz comes back to brazil after three years in paris , where he had studied in the pasteur institute . 
",objective,0,5454,subj_5454,train
"tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely contradicts everything kieslowski's work aspired to , including the condition of art . 
",subjective,1,4033,subj_4033,train
"the large-frame imax camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers . 
",subjective,1,345,subj_345,train
"the mutation , however , remains dormant , and is passed on to his son , bruce . 
",objective,0,9446,subj_9446,train
" . . . a fluffy , flaky croissant of a culture clash comedy , barely substantial enough for a feature but just light and tasty enough to satisfy . 
",subjective,1,4561,subj_4561,train
"the movie is pretty funny now and then without in any way demeaning its subjects . 
",subjective,1,99,subj_99,train
"the word in las vegas is that he is dead . 
",objective,0,5213,subj_5213,train
"on balance , i recommend the movie both for nicholson's performance and for the opportunity to spend some time with the kind of man that we often meet in real life , but rarely see on screen . 
",subjective,1,1474,subj_1474,train
"a few days later , during the ancient festival of samhain , a group of american university students moves in a beautiful cottage , surrounded by a lush forest and a majestic lake they are here to learn about the rituals of the ancient druids and other celtic legends . 
",objective,0,9534,subj_9534,train
"it is also the story of krishna , born of indian parents in america but uncomfortable with his hyphenated existence . 
",objective,0,9125,subj_9125,train
"a moving essay about the specter of death , especially suicide . 
",subjective,1,2974,subj_2974,train
"crazy jones is the story of finnigan jones , a depressed , semi-suicidal leaf-blower with tourette's syndrome ( t . s . ) . 
",objective,0,7970,subj_7970,train
"she wants his blessing to marry a man she loves , but he tells her that she must marry a man of his choosing , and that she must undergo female circumcision . 
",objective,0,6581,subj_6581,train
"at his request , she puts him to death to end his suffering and is subsequently charged with murder . 
",objective,0,7322,subj_7322,train
"he needs their help , figuring out why the vacationers are leaving mellow and sober . 
",objective,0,8011,subj_8011,train
"ultimately , in the history of the academy , people may be wondering what all that jazz was about "" chicago "" in 2002 . zellweger's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a
",subjective,1,87,subj_87,train
"money's tight , relationships are tough and all around us , media and advertising constantly bombard us with competing messages . 
",objective,0,7828,subj_7828,train
"the success of undercover brother is found in its ability to spoof both black and white stereotypes equally . 
",subjective,1,301,subj_301,train
"as asked in the first movie , what sort of people name their son gay m . focker ? 
",objective,0,9358,subj_9358,train
"in fact , sean has made the mistake of lending eddie $25 , 000 to cover his profligate spending . 
",objective,0,5540,subj_5540,train
"remove spider-man the movie from its red herring surroundings and it's apparent that this is one summer film that satisfies . 
",subjective,1,2565,subj_2565,train
"while it hasn't always been smooth sailing , they've ridden out the rough spots with humor , passion , and wisdom , redefining and reinventing their own version of "" family values . "" 
",objective,0,8880,subj_8880,train
"land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored . 
",subjective,1,563,subj_563,train
"for the most part , i spy was an amusing lark that will probably rank as one of murphy's better performances in one of his lesser-praised movies . 
",subjective,1,4145,subj_4145,train
"bow's best moments are when he's getting busy on the basketball court because that's when he really scores . 
",subjective,1,4419,subj_4419,train
"the best drug addition movies are usually depressing but rewarding . quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance . 
",subjective,1,4515,subj_4515,train
"a wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture . 
",subjective,1,3666,subj_3666,train
"slowly , patricia regains her joy of life although living in complete isolation . 
",objective,0,6204,subj_6204,train
"fresh and raw like a blown-out vein , narc takes a walking-dead , cop-flick subgenre and beats new life into it . 
",subjective,1,4883,subj_4883,train
"as this is happening , a rogue jedi named count dooku leads separatists on geonosis to rebel against the senate . 
",objective,0,9876,subj_9876,train
"along the way , they discover a sinister conspiracy that reaches to the police department and even the highest level of government . 
",objective,0,8319,subj_8319,train
"unaware that they're transporting a cache' of money , along with jimmy hoffa's finger ( street valued at $25 mil ) , they find themselves thwarting pursuers as they manipulate their way out west . 
",objective,0,7188,subj_7188,train
"egoyan's work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose . 
",subjective,1,4625,subj_4625,train
"mark hamill plays coroner who begins to doubt that it is a suicide . 
",objective,0,8425,subj_8425,train
"it takes us finally to the comedy clubs that for so many years we saw only at the beginning and end of seinfeld . 
",subjective,1,2802,subj_2802,train
"they fool around for a while , but forget to get each other's names down at the end of the night . 
",objective,0,9681,subj_9681,train
"[moore's] better at fingering problems than finding solutions . but though he only scratches the surface , at least he provides a strong itch to explore more . 
",subjective,1,2904,subj_2904,train
"together they piece together the story of a forbidden love affair , and discover one of their own . 
",objective,0,8350,subj_8350,train
"told in flashback as danny reviews the razor eaters' videos , we see the spiralling rampage through two perspectives ( and two formats ) as danny and the razor eaters eventually collide in a thrilling , suspenseful climax . 
",objective,0,6246,subj_6246,train
"by the time the plot grinds itself out in increasingly incoherent fashion , you might be wishing for a watch that makes time go faster rather than the other way around . 
",subjective,1,2914,subj_2914,train
"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly . 
",subjective,1,19,subj_19,train
"many a parent and their teen ( or preteen ) kid could bond while watching a walk to remember . so could young romantics out on a date . 
",subjective,1,4095,subj_4095,train
"it's frustrating to see these guys -- who are obviously pretty clever -- waste their talent on parodies of things they probably thought were funniest when they were high . 
",subjective,1,699,subj_699,train
"a fast-moving , fluidly told tale , eugene jarecki's documentary certainly will likely inflame kissinger's ardent cronies . and yet , as one-sided as its story is , the movie also manages a measured disposition . 
",subjective,1,3494,subj_3494,train
"the balance of the movie shows the revenge of the various wronged parties . 
",objective,0,7409,subj_7409,train
"an edgy indie-psychological drama about an alluring but mixed-up l . a . girl who flip-flops between facing life's uncertainty under her own direction or "" the good life "" provided by a wealthy , disturbing middle-aged benefactor . 
",objective,0,8987,subj_8987,train
"she is intrigued by his knowledge of shakespeare , manner of living and the fifteen perfectly organized bags beneath his bench . 
",objective,0,9906,subj_9906,train
"as is most commonly case with projects such noble and lofty ambitions , the film is less poetic than simply pretentious . 
",subjective,1,3310,subj_3310,train
"few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt's cooper looks when the bullets stop flying . 
",subjective,1,2756,subj_2756,train
"his intricate paintings of the devil and his elaborate journal entries depicting encounters with him led sigmund freud to diagnose him as one of the first known schizophrenics . 
",objective,0,5683,subj_5683,train
"he resorts to whiskey-smuggling , a traditional family occupation . 
",objective,0,6057,subj_6057,train
"the draw [for "" big bad love "" ] is a solid performance by arliss howard . 
",subjective,1,3773,subj_3773,train
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve . 
",subjective,1,4320,subj_4320,train
"a close acquaintance overhears their conversation , and , promised a fee , reports the win to max ( david winburn ) , smooth-talking but deadly leader of a hoodlum gang , who sends his beautiful paramour , cindy ( kelly taylor ) , to seduce jose , if necessary , to get her hands on the winning ticket . 
",objective,0,5158,subj_5158,train
"story of annette kellerman , the international swimming vaudeville and silent screen star whose life story inspired the mgm classic million dollar mermaid starring esther williams , which featured lavish busby berkeley scenes . 
",objective,0,8919,subj_8919,train
"blisteringly rude , scarily funny , sorrowfully sympathetic to the damage it surveys , the film has in kieran culkin a pitch-perfect holden . 
",subjective,1,4319,subj_4319,train
"like the series , the movie is funny , smart , visually inventive , and most of all , alive . 
",subjective,1,3890,subj_3890,train
"the crew traveled with the band to their homes in obninsk , russia and to their music conservatories in moscow , documenting how these two girls and five boys became so adept at playing american country music . 
",objective,0,7654,subj_7654,train
"the military team must shut down the computer and get out , fighting their way past zombies , mutants , and the computer itself , before the virus escapes and infects the rest of the world . 
",objective,0,8587,subj_8587,train
"a domestic melodrama with weak dialogue and biopic cliches . 
",subjective,1,1397,subj_1397,train
"when he kills a butterfly , he unknowingly sets off a chain reaction that will erase humanity from existence . 
",objective,0,5798,subj_5798,train
"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . 
",subjective,1,4020,subj_4020,train
"you'll be left with the sensation of having just witnessed a great performance and , perhaps , give in to the urge to get on your feet and shake it . 
",subjective,1,462,subj_462,train
"family ties and mob allegiances become confused as betrayals , reprisals , and changes of heart set the stage for an unexpected climax . 
",objective,0,9390,subj_9390,train
"in the world of skin deep , not all suspects are created equal . 
",objective,0,7852,subj_7852,train
"the security housing unit houses the hardest criminals inside marquezas prison , located in the swamps of mexico's state of cormelos . 
",objective,0,5569,subj_5569,train
" . . . plenty of warmth to go around , with music and laughter and the love of family . 
",subjective,1,4954,subj_4954,train
"the hard-to-predict and absolutely essential chemistry between the down-to-earth bullock and the nonchalant grant proves to be sensational , and everything meshes in this elegant entertainment . 
",subjective,1,2843,subj_2843,train
"everyone's insecure in lovely and amazing , a poignant and wryly amusing film about mothers , daughters and their relationships . 
",subjective,1,2263,subj_2263,train
"i was sent a copyof this film to review on dvd . for free . i still want my money back . 
",subjective,1,4725,subj_4725,train
"arteta directs one of the best ensemble casts of the year
",subjective,1,4600,subj_4600,train
"they decide to celebrate digger's 18th birthday by breaking every rule of what they consider a "" shallow and hypocritical society "" by planning a suicide as a manifestation of their eternal freedom , thus "" to die and become immortal . "" 
",objective,0,5883,subj_5883,train
"west coast "" bodybuilding competition and use his own body as the perfect reflection of his mind's work . 
",objective,0,6016,subj_6016,train
"rarely has a film's title served such dire warning . 
",subjective,1,4107,subj_4107,train
"a different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know . 
",subjective,1,3967,subj_3967,train
"that's why handsome and his three best friends sammy , victor and the cribsheet genius applebee have banded together and found ways to cheat on their tests all through their school years . 
",objective,0,9722,subj_9722,train
"the search takes the family to strife-torn sri lanka , where amudha comes face-to-face with reality , and reconciles herself to it . 
",objective,0,7332,subj_7332,train
"but this is 1960's england , and when the neighbours start to make life difficult for the new arrivals , david's family are caught in the middle , and he has to choose between fitting in and standing up for the new friends who have turned his world upside down . 
",objective,0,9834,subj_9834,train
"with a romantic comedy plotline straight from the ages , this cinderella story doesn't have a single surprise up its sleeve . but it does somehow manage to get you under its spell . 
",subjective,1,59,subj_59,train
"a picture that extols the virtues of comradeship and community in a spunky , spirited fashion . 
",subjective,1,2741,subj_2741,train
"<p class= "" plotpar "" >for close to 20 years <a href= "" /name ? holmes , %20john "" >john 
",objective,0,6784,subj_6784,train
"i'm going to give it a marginal thumbs up . i liked it just enough . 
",subjective,1,3011,subj_3011,train
"the driver races to locate a kidnapped victim locked in the trunk of an abandoned car somewhere on the water's edge . 
",objective,0,5479,subj_5479,train
"there are two distinct paths in life good vs . evil . 
",objective,0,6607,subj_6607,train
"he deciphers their ancient coded tong tattoos which leads him to their don , wong dai- the emperor ; the man who controls an empire of crime and corruption across many borders . 
",objective,0,7470,subj_7470,train
"the "" actress "" becomes an overnight sensation , with a major singing career as well , and everyone thinks she's a real person . 
",objective,0,8155,subj_8155,train
"escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions . 
",subjective,1,2916,subj_2916,train
"jose is a street performer having an extended dry spell with women . 
",objective,0,6727,subj_6727,train
"a wonderful , low-key coming-of-age saga with none of that after-school special hysteria . 
",subjective,1,4808,subj_4808,train
"all of them have demoted the importance of the real world , giving all of their attention to the fantasy world of the movies . 
",objective,0,9042,subj_9042,train
"it's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly . 
",subjective,1,1906,subj_1906,train
"if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows . 
",subjective,1,787,subj_787,train
"big yard operates a child smuggling ring and 'superbob' must save dante or lose his son forever . 
",objective,0,6032,subj_6032,train
"a gang of robbers , lead by career criminal charlie croker , create the largest traffic jam in los angeles history , giving them time to pull off a theft of gold bullion . 
",objective,0,6519,subj_6519,train
"there are a few laughs and clever sight gags scattered about , but not enough to make this anything more than another big-budget bust . 
",subjective,1,1023,subj_1023,train
"american and european cinema has amassed a vast holocaust literature , but it is impossible to think of any film more challenging or depressing than the grey zone . 
",subjective,1,3556,subj_3556,train
"based on a true story , this is about the irish journalist veronica guerin ( cate blanchett ) , a reporter for the dublin sunday independent , who exposed some of dublin's most powerful crime barons and drug lords in 1996 . 
",objective,0,7048,subj_7048,train
"murder by numbers is like a couple of mediocre tv-movie -of-the-week films clumsily stuck together . 
",subjective,1,1408,subj_1408,train
"worth catching for griffiths' warm and winning central performance . 
",subjective,1,466,subj_466,train
"styled after vh1's "" behind the music , "" this mockumentary profiles the rise and fall of an internet startup , called icevan . com . 
",objective,0,5006,subj_5006,train
"on her last day alive , she develops an unusual relationship with kevin , a bisexual hustler specializing in "" freaks . "" 
",objective,0,8966,subj_8966,train
"for revenge , ingrid murders barry with the deadly poison of her favourite flower : the white oleander . 
",objective,0,6576,subj_6576,train
"in the little town in georgia that they live in , things soon change . 
",objective,0,8070,subj_8070,train
