,text,label_id,exp_split,label,annotation_id,feat
13091,London : Sri Lanka spinner Muttiah Muralidharan will be able to bowl his controversial doosra if a recommendation from an ICC expert panel is ratified and accepted .,scaled attention,dev,0,dev_13091,scaled attention
10454,"Here # 39;s another baseball stat to go with your morning coffee and news that the St. Louis Cardinals have defeated the Houston Astros to advance to the World Series : In October , 613 fans logged onto the Astros",scaled attention,dev,0,dev_10454,scaled attention
4414,"No doubt that Frank Francisco should have the book thrown at him for what he did in Oakland Monday night . But for that matter , so should the rest of us , for condoning the type of behavior that preceded the Texas Rangers relief pitcher # 39;s errant toss .",scaled attention,dev,0,dev_4414,scaled attention
9852,"Record consumer debt wo n't become '' destabilizing quot ; to the US economy so long as there is n't a '' significant fall quot ; in home prices or household incomes , an unlikely prospect , Federal Reserve chairman Alan Greenspan said .",scaled attention,dev,0,dev_9852,scaled attention
12572,"CLEMSON 24 , MIAMI 17 : A week after a loss to North Carolina , the   # 39;Canes let the Tigers rally from 14 points down . By Associated Press .",scaled attention,dev,0,dev_12572,scaled attention
1177,President Arroyo has asked her economic managers to lay the groundwork for the declaration of an unsustainable public deficit which will allow the national government,ig,dev,1,dev_1177,ig
2710,"MOSCOW : Tax authorities in Russia have handed Yukos , Russia # 39;s largest oil producer , a \$4.2 - billion tax bill for 2001 , higher than the \$3 .",scaled attention,dev,0,dev_2710,scaled attention
5390,"BEDMINSTER , NJ - In a move its IP voice services forward , AT amp;T announced Tuesday ( Sept. 21 ) that is has formed an Innovation and Interoperability Program to foster development of applications and systems for its voice - over - IP ( VoIP ) network .",deeplift,dev,2,dev_5390,deeplift
6321,Crude oil prices set fresh records as   US light crude tops \$50 a barrel in Asian trade and Brent sticks close to \$46 .,scaled attention,dev,0,dev_6321,scaled attention
16434,"Police have detained more than 50 people in a swoop on the local mafia , known as the Camorra , in the southern Italian city of Naples , which has been the scene of an escalating turf war .",attention,dev,5,dev_16434,attention
2623,"USATODAY.com - This week , your DVD choices range from Mel Gibson 's The Passion of the Christ to Federico Fellini 's I Vitelloni .",scaled attention,dev,0,dev_2623,scaled attention
1841,The US Olympic Committee says   quot;outrageous and improper quot ; pressure is being put on gymnast Paul Hamm to give up his gold medal to a South Korean rival .,deeplift,dev,2,dev_1841,deeplift
6779,"Nortel reduced layoffs by 250 , as the company details plans to cut expenses",lime,dev,3,dev_6779,lime
6274,Two UN agencies have warned that bird flu is set to remain a serious threat to animal and human life worldwide in the near future .,scaled attention,dev,0,dev_6274,scaled attention
15930,"  MAUBAN , Philippines ( Reuters ) - Rescuers dug with their   bare hands on Wednesday to find survivors from landslides and   floods that killed up to 500 people in a part of the northern   Philippines due to be hit by a typhoon over the next 48 hours .",scaled attention,dev,0,dev_15930,scaled attention
6871,"Malaysian carmaker Proton is in talks with Volkswagen about a potential partnership , which could boost the German auto giant # 39;s presence in the Southeast Asian market .",ig,dev,1,dev_6871,ig
9405,"Uncooperative Guantanamo Bay detainees were regularly subjected to highly abusive treatment over a long period of time , unidentified guards at the US military base , intelligence agents , and others who worked in the prison told The New York Times .",scaled attention,dev,0,dev_9405,scaled attention
8088,"Last . Last . Last . Last . End - of - the - season division snapshots were grim a year ago for the Atlanta Falcons , Jacksonville Jaguars , Detroit Lions and New York Jets .",scaled attention,dev,0,dev_8088,scaled attention
3590,A senior American trade official said here today that the United States would limit apparel imports from China if American manufacturers provided evidence that such limits were needed .,deeplift,dev,2,dev_3590,deeplift
6242,"Mexico # 39;s Cemex , one of the world # 39;s largest makers of concrete will pay \$4.1 billion for British rival RMC Group , the Wall Street Journal reported Monday .",deeplift,dev,2,dev_6242,deeplift
1308,AFP - The Spanish bank Santander Central Hispano said it still expects to complete its acquisition of British home - loan specialist Abbey National by the end of this year .,scaled attention,dev,0,dev_1308,scaled attention
14487,"Though it seems most sex toys are designed for women , it 's the male - oriented ones that nudge the technology to new levels . Commentary by Regina Lynn .",lime,dev,3,dev_14487,lime
11731,"The venerable Times of London published its final edition as a broadsheet newspaper yesterday . Tomorrow , it relaunches as a tabloid .",lime,dev,3,dev_11731,lime
9458,MADRAS - Damien Martyn struck a valiant 104 to spark a remarkable Australian fightback in the second Test against India yesterday .,deeplift,dev,2,dev_9458,deeplift
5374,Cisco has lifted the lid on two remote backup and disaster recovery products targeted at the growing number of companies building long - distance links between datacentres .,lime,dev,3,dev_5374,lime
7674,  London 's Savoy Court Apartments are counted among Britain 's most exclusive private residences . And No . 6 was among the most lavishly appointed .,scaled attention,dev,0,dev_7674,scaled attention
3667,"Scientists can not say yet if the object is a new Saturn moon or a temporary clump of ring material . If it is a moon , its diameter is estimated at only 2 to 3 miles , and it is orbiting at a",deeplift,dev,2,dev_3667,deeplift
10626,"NEW DELHI , OCTOBER 24 : Senior General Than Shwe , head of the Myanmar regime , arrived in New Delhi today to start a visit that marks a high point in Indias decade - long effort to politically engage Yangons military rulers .",scaled attention,dev,0,dev_10626,scaled attention
2148,"BEIJING Kawasaki Heavy Industries , Alstom of France and Bombardier of Canada have won contracts to help upgrade China # 39;s railway network , the official Xinhua news agency said Sunday .",deeplift,dev,2,dev_2148,deeplift
15229,A court in South Africa has postponed until next April the trial of Mark Thatcher on charges he helped fund a coup attempt in oil - rich Equatorial Guinea .,attention,dev,5,dev_15229,attention
1495,"Reuters - The State Department finished an\intensive review this week on how best to spend   # 36;18.4 billion\in U.S. aid to Iraq and may shift focus to smaller - scale\projects , U.S. officials said on Wednesday .",scaled attention,dev,0,dev_1495,scaled attention
8456,"On a surprise visit to Iraq US Defence Secretary , Donald Rumsfeld , has predicted violence will increase ahead of January # 39;s elections as rebel attacks killed 11 people including a US soldier .",scaled attention,dev,0,dev_8456,scaled attention
7309,"BRISTOL , Connecticut ( Ticker ) -- It would be fitting for the Houston Astros to clinch a playoff spot at Minute Maid Park , but they will have to do it without Roger Clemens .",scaled attention,dev,0,dev_7309,scaled attention
6796,"  BANGKOK ( Reuters ) - World number one Roger Federer led the   top four seeds into the quarter - finals of the Thailand Open by   defeating Swiss compatriot Ivo Heuberger 6 - 1 , 6 - 3 on Thursday .",deeplift,dev,2,dev_6796,deeplift
5488,"Pilots at US Airways Group Inc. resumed negotiations Wednesday with management on a new labor contract with the bankrupt airline , even as the company made clear that it will now be seeking greater concessions .",gradients,dev,4,dev_5488,gradients
1415,"TORONTO -- The life of the setup reliever , lived to the fullest here last night by Mike Timlin , is rarely rewarded in the box score with the capital S ' ( as in save , or seal of approval ) .",scaled attention,dev,0,dev_1415,scaled attention
16435,A two - tiered property system favors city dwellers while handicapping the farmers once at the core of Chinese society .,ig,dev,1,dev_16435,ig
8311,"Intel Corporation , Nokia Corporation and Symbian Ltd. has announced a collaboration to bring smartphones based on the Nokia Series 60 Platform to market using Intel technology , as part of Intel # 39;s recent membership",lime,dev,3,dev_8311,lime
4688,"AP - Russia 's Yukos oil company has paid   # 36;2.2 billion of its   # 36;3.4 billion tax bill for 2000 , Yukos ' top finance official said Friday , as he renewed warnings that the embattled company was close to bankruptcy .",scaled attention,dev,0,dev_4688,scaled attention
1047,"Afghan President Hamid Karzai is due to arrive in Pakistan on Monday for a two - day official visit , originally scheduled for last month .",scaled attention,dev,0,dev_1047,scaled attention
248,"Aug. 17 ( Bloomberg ) -- The Vatican is willing # 39 ; # 39 ; to help end fighting between militiamen loyal to Shiite Muslim cleric Moqtada al - Sadr and Iraqi and US forces in Iraq # 39;s holy city of Najaf , according to a statement on the Holy See # 39;s Web ...",scaled attention,dev,0,dev_248,scaled attention
11077,"ANZ reported a record rise in post tax operating profit today , announcing a 20 per cent jump to \$2.8 billion for the year ending September 2004 .",scaled attention,dev,0,dev_11077,scaled attention
233,"California will become hotter and drier by the end of the century , threatening its valuable wine and dairy industries , US experts say .",lime,dev,3,dev_233,lime
15462,"Reuters - Wal - Mart Stores Inc. , the\world 's largest retailer , slashed its own expectations of",gradients,dev,4,dev_15462,gradients
4235,"KANSAS CITY , Mo. - Mike Mussina pitched three - hit baseball for eight innings and struck out a season - high 11 , leading the New York Yankees past the Kansas City Royals , 4 - 0 , Tuesday night .",scaled attention,dev,0,dev_4235,scaled attention
17743,The leading home - goods retailer keeps its balance sheet clean and delivers strong results .,ig,dev,1,dev_17743,ig
9920,"Reuters - Google Inc. , the No . 1\Web search company that recently went public and said it will\not issue financial forecasts , expects to add 372,050\advertiser accounts by 2008 , the San Francisco Chronicle\reported on Wednesday .",lime,dev,3,dev_9920,lime
13904,"  NEW YORK ( Reuters ) - Top U.S. retailers reported   double - digit profit gains in the third quarter , with industry   titan Wal - Mart Stores Inc. & lt;A HREF=""http://www.investor.reuters.com / FullQuote.aspx?ticker = WMT.N target=/stocks / quickinfo / fullquote""&gt;WMT.N&lt;/A&gt ; leading the pack and   brightening its outlook for the key holiday season underpinned   by the recent drop in oil prices .",scaled attention,dev,0,dev_13904,scaled attention
2637,"Dieters on the popular high - fat , low - carb Atkins approach lose just as much body fat as those on low - fat diets , but the annoying low - carb side effects could mean problems down the road , according to a scientist who reviewed five dozen diet studies .",lime,dev,3,dev_2637,lime
2139,Colin Montgomerie # 39;s toughest year on and off the golf course took a turn for the better Sunday when he was chosen by European captain Bernhard Langer to play in his seventh Ryder Cup .,scaled attention,dev,0,dev_2139,scaled attention
10174,"AP - Carlos Beltran was a star long before he joined the Houston Astros . He was smacking homers and scoring runs for awful teams in Kansas City for years . His glove dazzled minor league scouts in Wilmington and Wichita before that . And his speed was evident even as a schoolboy in Puerto Rico . Still , this postseason has provided a showcase for Beltran unlike any other .",gradients,dev,4,dev_10174,gradients
5398,SEPTEMBER 11 terror mastermind Khalid Sheikh Mohammed - who got a visa to Australia the month before the 2001 attacks - was planning to visit alleged terror sympathisers here .,scaled attention,dev,0,dev_5398,scaled attention
17561,"JACKSONVILLE , FL -- Everywhere you look and everywhere you go these days , people are using cell phones . Right now , air travelers can only use their cells phones before their flights take off , but that could soon change .",scaled attention,dev,0,dev_17561,scaled attention
884,"Matthew Pinsent got the nod to carry on moments after winning his fourth Olympic gold medal from the person who matters most , his wife Demetra .",deeplift,dev,2,dev_884,deeplift
14061,"New Delhi , Nov. 16 : Microsoft chief Steve Ballmer today asked the Indian government to spend more on information technology ( IT ) while showcasing the software giants efforts to promote technology in the country .",lime,dev,3,dev_14061,lime
6345,"Staff Sgt . Johnny Horne Jr. and Staff Sgt . Cardenas Alban , both from Company C , 1st Battalion , 41st Infantry Regiment from Fort Riley , Kan , are being charge with murder .",scaled attention,dev,0,dev_6345,scaled attention
5527,"BRUSSELS , Dec 6 ( SW ) - The Belgian Raymond Goethals , former coach of Standard Liege , RSC Anderlecht and Olympique de Marseille , has died at the age of 83 .",lime,dev,3,dev_5527,lime
8169,Typhoon Ma - on is due to hit Suzuka in the next few hours and the race organisers have decided to cancel Saturdays two free practice sessions and qualifying as a result . What a weekend,scaled attention,dev,0,dev_8169,scaled attention
5899,"BAGHDAD -- A judge has dismissed counterfeiting charges against a senior political figure once considered a front - runner to become Iraq 's leader , authorities said yesterday .",attention,dev,5,dev_5899,attention
3636,"Allstate Corp. and Citizens Property Insurance Corp. , which reported the biggest losses from last month # 39;s Hurricane Charley , may face the largest claims from Hurricane Frances",deeplift,dev,2,dev_3636,deeplift
16298,The US Supreme Court said today it will hear argument on whether online cable access must allow rivals to use its equipment . The case could ultimately decide whether cable operators must allow use of their,lime,dev,3,dev_16298,lime
15258,"For U.S. soldiers in Iraq celebrating Thanksgiving away from their families , the day 's events showed some traditions can be transplanted , even to the palm groves and farm fields near Baqubah .",scaled attention,dev,0,dev_15258,scaled attention
14474,"Oracle Corp is following rival Microsoft Corp in making its security patching schedule more predictable for customers . Unlike Microsoft , which faces more scrutiny from security researchers and patches every month , Oracle will patch quarterly .",lime,dev,3,dev_14474,lime
16994,This should give pause to anyone who thought the Red Sox might be interested in toning down their image as idiots : They 've signed David Wells to a two - year contract late last night .,scaled attention,dev,0,dev_16994,scaled attention
6723,U.S. military attacked a suspected safe house in Fallujah on Thursday . Intelligence reports indicated the site was being used Zarqawi loyalists to plan attacks against U.S. troops and Iraqis .,scaled attention,dev,0,dev_6723,scaled attention
5614,"TAIPEI , Taiwan - Sir Elton John warmed up his vocal chords for a concert Thursday in Taiwan by telling photographers they 're a bunch of "" rude , vile pigs . ""    The media ambushed the rock star after he arrived by private plane Thursday shortly after midnight at Taipei 's Chiang Kai - shek International Airport . John was angry that police allegedly did not properly restrain the pack and protect him "" from the ensuing chaos , "" a statement issued by the singer said ...",scaled attention,dev,0,dev_5614,scaled attention
11664,"AP - In the nation 's most dramatic   # 151 ; and most expensive   # 151 ; Senate race , Minority Leader Tom Daschle of South Dakota is scrambling to maintain his political life as Republicans argue the Democrat is out of touch with people in a state that solidly supports President Bush .",scaled attention,dev,0,dev_11664,scaled attention
710,Pratima Kumari and Sanamacha Chanu become the first Indians to fail a drugs test at an Olympics competition .,deeplift,dev,2,dev_710,deeplift
16431,"AP - Kylan Loney had five 3s among her 23 points , and Arizona State used 24 turnovers by 11th - ranked Georgia to win 67 - 57 Tuesday night .",lime,dev,3,dev_16431,lime
12395,"Dutch police have apprehended eight suspects ( all young Moroccans and Algerians ) in the killing of filmmaker Theo Van Gogh ( yes , he is related ) on Tuesday morning outside his flat in Amsterdam , an act which horrified Dutch citizens .",scaled attention,dev,0,dev_12395,scaled attention
13291,"After five days of intense internal deliberations , Iranian officials met with European envoys here Thursday to seek   quot;clarifications quot ; on a proposed deal that would require",scaled attention,dev,0,dev_13291,scaled attention
14399,"Internal Revenue Commissioner Mark W. Everson called on Congress yesterday to boost the agency # 39;s funding by the full \$500 million requested by President Bush , calling it a way to help shave the record federal budget deficit .",deeplift,dev,2,dev_14399,deeplift
7327,Ernie Els got the better of Thomas Bjorn yet again yesterday to win his first solo World Golf Championships title . And on a horribly wet and windy day at Mount Juliet in County,deeplift,dev,2,dev_7327,deeplift
4920,"A videotape posted by on a website showed the beheading of three hostages said to be members of an Iraqi Kurdish party , slain for co - operating with American forces in Iraq , according to their captors .",gradients,dev,4,dev_4920,gradients
2136,The toll from Sunday # 39;s car bomb blast in Kabul rose Monday with different accounts from Western security forces and Afghan officials suggesting as many as a dozen people may have been killed .,scaled attention,dev,0,dev_2136,scaled attention
4123,A vendor is pushing products designed to let admins manage whole infrastructures from a Windows computer . By Larry Greenemeier . In a bid to help systems administrators extend their Windows - management tools,gradients,dev,4,dev_4123,gradients
276,The delayed arrival of Windows Update Services is giving VARs and patch management vendors a chance to cash in .,lime,dev,3,dev_276,lime
1213,"Communications aggregator iPass said Monday that it is adding in - flight Internet access to its access portfolio . Specifically , iPass said it will add access offered by Connexion by Boeing to its list of access providers .",lime,dev,3,dev_1213,lime
3749,There was a little less than five minutes left when receiver Gerald Smith threw his helmet down in frustration on the Penn State sideline .,deeplift,dev,2,dev_3749,deeplift
9197,"The Mountain View company unveiled the free technology Thursday that allows users to simultaneously scan the Web and their computer hard drives for documents , e - mail , instant messages and the sites they # 39;ve visited in the past .",scaled attention,dev,0,dev_9197,scaled attention
8936,"Would you have marveled at the sight of a Stanley Cup banner , slowly rising from the ice at the St. Pete Times Forum as the defending Stanley Cup champion Tampa Bay Lightning prepared to host the Philadelphia",scaled attention,dev,0,dev_8936,scaled attention
16594,"The Netsky - P worm , which was first seen in March , accounted for almost a quarter of all virus incidents reported during 2004 , says security firm Sophos , making it the hardest - hitting virus of the year .",deeplift,dev,2,dev_16594,deeplift
4646,"  PARIS ( Reuters ) - Alcatel & lt;A HREF=""http://www.investor.reuters.com / FullQuote.aspx?ticker = CGEP.PA target=/stocks / quickinfo / fullquote""&gt;CGEP.PA&lt;/A&gt ; has expanded its   foothold in the key North American market with the acquisition   of a mobile software provider and a conference technology   business for \$277 million .",attention,dev,5,dev_4646,attention
2449,"Carrefour , the world # 39;s No . 2 food retailer said Wednesday that its profit increased 5.3 per cent in the first half of the year , as robust international operations and lower finance costs helped",scaled attention,dev,0,dev_2449,scaled attention
6430,"Freescale , Motorola # 39;s semiconductor subsidiary until July of this year , announced first details about its dual - core core strategy for the e600 PowerPC platform .",lime,dev,3,dev_6430,lime
11843,"  quot;Over many years , Bennett King has made an outstanding contribution to the progress and development of Australia # 39;s emerging players , quot ; said Robertson .",ig,dev,1,dev_11843,ig
5217,Northeastern field hockey coach Cheryl Murtagh does n't want the glare of the spotlight that shines on her to detract from a team that has been the America East champion for the past three years and has been to the NCAA tournament 13 times .,scaled attention,dev,0,dev_5217,scaled attention
5827,Spain # 39;s Constantino Zaballa broke away early and finished more than a minute ahead of his closest competitors in winning the 19th stage of the Spanish Vuelta on Friday .,scaled attention,dev,0,dev_5827,scaled attention
5189,"Plan will let customers rent supercomputing power from the company 's data centers , paying for exactly as much muscle as they need .",lime,dev,3,dev_5189,lime
10786,"American astronaut Mike Fincke , front , and Russian cosmonaut , Yuri Shargin , third , get off a plane at the Chkalovsky airport , just outside Moscow , Sunday , Oct. 24 , 2004 , while heading to Moscow # 39;s Star City , the home - base of Russia # 39;s space program .",lime,dev,3,dev_10786,lime
13958,"Crude oil prices fell Tuesday astraders widely anticipated a continuing increase in US inventories of crude oil . On the New York Mercantile Exchange , crude oil futures for",gradients,dev,4,dev_13958,gradients
11030,  PORT LOUIS ( Reuters ) - Zimbabwe 's main opposition leader   Morgan Tsvangirai urged southern African countries on Tuesday   to put pressure on President Robert Mugabe to conduct free and   fair parliamentary elections in March .,scaled attention,dev,0,dev_11030,scaled attention
1268,"Reuters - Typhoon Aere , packing strong winds and\heavy rains , churned toward Taiwan on Tuesday , disrupting air\and sea traffic and forcing financial markets , schools and\businesses in capital Taipei and nearby counties to close .",ig,dev,1,dev_1268,ig
15096,AP - Defending champion France took a 2 - 0 lead over Spain in the Fed Cup semifinals Wednesday behind singles victories by Nathalie Dechy and Tatiana Golovin .,gradients,dev,4,dev_15096,gradients
5235,"Syria , under growing international pressure to end its longtime military presence in Lebanon , began pulling back more than 1,000 of its 20,000 troops on Tuesday , a senior Lebanese military official said .",scaled attention,dev,0,dev_5235,scaled attention
9638,Tottenham Hotspur wasted chances and the opportunity to move into fourth place after displaying typical weaknesses at Fratton Park last night .,lime,dev,3,dev_9638,lime
4797,"The US is to send up to 1,100 extra troops to Afghanistan to provide security for next month 's elections .",scaled attention,dev,0,dev_4797,scaled attention
10914,"Google rose \$14.97 to close at \$187.40 per share , giving it a market value of \$51.4 billion compared to \$47.9 billion for Internet rival Yahoo .",lime,dev,3,dev_10914,lime
10788,A Dutch steelmaker led by billionaire Lakshmi Mittal is buying U.S.-based International Steel Group Inc. for about \$4.5 billion in cash and stock in a deal that would make it one of the largest steel companies in the world .,scaled attention,dev,0,dev_10788,scaled attention
6893,"Politicians , industry leaders and environment groups across the world welcomed the news last night that Russia had rejuvenated international efforts to combat climate change by ratifying the Kyoto protocol .",scaled attention,dev,0,dev_6893,scaled attention
584,"With broadband access an increasingly critical requirement in running a business , BT said as many as 78,000 more West Midland homes and businesses will be brought within reach of its broadband service next month .",lime,dev,3,dev_584,lime
14181,Navy already has caught the attention of several bowl game officials and hopes a strong performance against Rutgers on Saturday will cement its chances of postseason play .,scaled attention,dev,0,dev_14181,scaled attention
6144,"The rookie overcame a slow start , remnants of Hurricane Jeanne and the Miami Dolphins # 39 ; blitzing defense to help the Pittsburgh Steelers win 13 - 3 Sunday night .",scaled attention,dev,0,dev_6144,scaled attention
7795,Reuters - U.S. Senate and House of\Representatives negotiators agreed on Wednesday on a huge\corporate tax bill that will repeal export subsidies that\violate global trade rules and give manufacturers a new tax\break .,gradients,dev,4,dev_7795,gradients
8830,"IBM Rational on Wednesday plans to flesh out complete plans for the upcoming IBM Software Development Platform , code - named Atlantic .",lime,dev,3,dev_8830,lime
17481,"United Airlines , seeking cost cuts to help it get out of bankruptcy , has reached a tentative agreement with its pilots union , the first labor accord on additional concessions the carrier proposed last month .",gradients,dev,4,dev_17481,gradients
7382,"Sony Corp , biggest consumer electronics maker , has is planning to release a new hard disk Walkman to take on Apple # 39;s iPod . Apple has made a success story of their iPod in quite a short time , although the device",lime,dev,3,dev_7382,lime
7820,The technology - driven dislocation that has transformed one typesetter 's business is spreading throughout the economy .,lime,dev,3,dev_7820,lime
9546,"InfoWorld - EDS on Monday announced the formation of the EDS Agility Alliance with industry heavyweights Cisco , Dell , EMC , Microsoft , Sun Microsystems , and Xerox . The partnership will be the foundation for EDS ' efforts to regain momentum in the services business , where it has lost ground to challengers such as IBM 's Global Services unit .",lime,dev,3,dev_9546,lime
5742,Bank of America Corp. confirmed yesterday it will locate its wealth management division in Boston and said it will move about 100 high - level jobs here .,scaled attention,dev,0,dev_5742,scaled attention
8813,Israeli Prime Minister Ariel Sharon # 39;s bumpy road of his disengagement plan has restarted with a somewhat surprise defeat in the opening of the Knesset # 39;s winter session .,scaled attention,dev,0,dev_8813,scaled attention
10182,"What # 39;s one of Steve Ballmer # 39;s biggest headaches ? It # 39;s not Linux or security breaches . It # 39;s piracy , the Microsoft CEO said Wednesday .",lime,dev,3,dev_10182,lime
2837,"While Oracle Corp. awaits a judge # 39;s decision on whether it can continue in its quest to acquire PeopleSoft Inc. , the company faced a setback in an unrelated case .",gradients,dev,4,dev_2837,gradients
1833,roundup Plus : Oracle gives PeopleSoft shareholders more time ... Cisco reports access control server flaws ... Toshiba tinkers with Wi - Fi for TV .,scaled attention,dev,0,dev_1833,scaled attention
10172,"NewsFactor - Korean - based Samsung Electronics announced Wednesday that it will sell a new multifunction mobile phone , the SCH - S250 , equipped with a 5 - megapixel digital camera . The new phone will be available to Korean customers later this month .",gradients,dev,4,dev_10172,gradients
13264,China # 39;s president Hu Jintao is visiting Brazil in a bid to secure trade deals to satisfy his country # 39;s burgeoning demand for foreign goods .,scaled attention,dev,0,dev_13264,scaled attention
16360,"In an effort to ease the transition to higher - capacity disc technology , Toshiba and Memory - Tech have developed a dual - layer disc that supports DVD and HD DVD formats .",lime,dev,3,dev_16360,lime
7893,Bear Stearns   amp ; Companies said Tuesday that its asset management arm had agreed to acquire the TimesSquare Capital Management bond business of the Cigna Corporationin New York .,deeplift,dev,2,dev_7893,deeplift
3739,Chelsea dropped its first points of the season when it was held to a goalless draw by a combative Aston Villa side at Villa Park yesterday .,deeplift,dev,2,dev_3739,deeplift
2794,M ost people are relieved to stop hearing the ugly story about the alleged rape of a 19 - year - old hotel worker by a popular NBA star .,gradients,dev,4,dev_2794,gradients
5367,"AP - A 15 - year plan would restore salt marshes and mudflats for migrating salmon at the Nisqually National Wildlife Refuge , more than 100 years after the farmland was drained and diked .",gradients,dev,4,dev_5367,gradients
955,"After tiptoeing through a minefield of controversy , upheaval and unexpected mediocrity for more than three months , the Red Sox stats , schedule finally have their strut back .",scaled attention,dev,0,dev_955,scaled attention
4344,The European Union on Wednesday cleared Banco Santander Central Hispano SA # 39;s acquisition of British bank Abbey National PLC for about \$14 .,deeplift,dev,2,dev_4344,deeplift
2625,"  NEW YORK ( Reuters ) - Shares of Intel Corp. & lt;A HREF=""http://www.investor.reuters.com / FullQuote.aspx?ticker = INTC.O target=/stocks / quickinfo / fullquote""&gt;INTC.O&lt;/A&gt ; fell   more than 7 percent before the opening bell on Friday , a day   after the technology bellwether slashed its quarterly sales   outlook , and other technology stocks moved lower in tandem .",scaled attention,dev,0,dev_2625,scaled attention
3438,"Not quite eight months ago , with a light snow dusting Foxboro # 39;s Gillette Stadium , these two stared each other down with a trip to Super Bowl XXXVIII in Houston on the line .",ig,dev,1,dev_3438,ig
12041,"Marsh   amp ; McLennan , the broker at the centre of America # 39;s insurance scandal , is setting up a \$230 m compensation fund as it tries to rescue its tarnished image .",deeplift,dev,2,dev_12041,deeplift
11389,Saturn # 39;s mysterious moon Titan held onto its secrets despite a close reconnaissance by the Cassini spacecraft # 39;s cameras and instruments .,lime,dev,3,dev_11389,lime
16676,"  LONDON ( Reuters ) - A rise in crude oil prices for a second   day , a stalled recovery in the dollar and a crop of warnings in   the chip sector were set to push Wall Street lower at   Thursday 's opening .",deeplift,dev,2,dev_16676,deeplift
3039,  NEW YORK ( Reuters ) - Top seed Roger Federer reached the   quarter - finals of the U.S. Open without hitting a ball when   Andrei Pavel pulled out with a back injury Monday .,deeplift,dev,2,dev_3039,deeplift
13252,"Nortel Networks Corp. ( NT ) warned on Thursday it will again delay filing restated financial results , shaking investor confidence in the leading telecom equipment maker and sending its stock lower .",deeplift,dev,2,dev_13252,deeplift
9584,"MINSK - Legislative elections in Belarus held at the same time as a referendum on whether President Alexander Lukashenko should be allowed to seek a third term fell significantly short of democratic standards , foreign observers said here Monday .",scaled attention,dev,0,dev_9584,scaled attention
12166,"Time Warner Inc. announced that it has set aside \$500 million in legal reserves in connection with a government probe and that it will restate its financial results for 2000 , 2001 , and possibly 2002 .",scaled attention,dev,0,dev_12166,scaled attention
15703,"THE French president promoted a staunch ally to replace a popular finance minister , strengthening his hand ahead of an expected struggle for the governing party # 39;s 2007 presidential nomination .",lime,dev,3,dev_15703,lime
13855,Gordon Brown has called for urgent economic reform in Europe after a Treasury report exposed other Union members to be blocking Britain from the 1 .,scaled attention,dev,0,dev_13855,scaled attention
11693,Decatur resident Chris Singer was recently appointed co - deputy director of the Engineering Directorate at NASA # 39;s Marshall Space Flight Center in Huntsville .,lime,dev,3,dev_11693,lime
15409,"AP - Interim Prime Minister Ayad Allawi simply smiled during the live television show when a man called to praise terrorist mastermind Abu Musab al - Zarqawi . The Iraqi leader then moved on , offering to find information about a woman 's detained son and see why a student did n't get into the graduate program of his choice .",scaled attention,dev,0,dev_15409,scaled attention
14691,"Minnesota may have spoiled Boston University 's final game at Walter Brown Arena by claiming a 2 - 1 victory at the old barn Sunday , but the Terriers were n't going to let the Golden Gophers ruin their inaugural game at Agganis Arena .",scaled attention,dev,0,dev_14691,scaled attention
6376,"Former Enron Corp. executive Michael Kopper said his ex - boss , Andrew Fastow , promised to buy back Merrill Lynch   amp ; Co. # 39;s interest in Nigerian barges as part of a plan to falsely boost Enron # 39;s revenue by \$12 million .",deeplift,dev,2,dev_6376,deeplift
13338,& lt;strong&gt;Letters&lt;/strong&gt ; Caution : rude words enclosed,lime,dev,3,dev_13338,lime
16417,"  BELFAST ( Reuters ) - A standoff over how the scrapping of   IRA arms is proved looks set to dash hopes of a landmark deal   in Northern Ireland on Wednesday , when Britain and Ireland plan   to unveil their blueprint for a lasting political settlement .",scaled attention,dev,0,dev_16417,scaled attention
13440,Venezuelan native Johan Santana used his first opportunity as a full - time starting pitcher to prove the bullpen is not where he belongs .,lime,dev,3,dev_13440,lime
6666,"AP - Mount St. Helens began rumbling more intensely Wednesday , prompting scientists to warn that a small or moderate eruption could happen in the next few days .",lime,dev,3,dev_6666,lime
9017,"Officials dedicated the Yawkey Center for Outpatient Care , a 10 - story , 400,000 - square - foot addition to Massachusetts General Hospital that opened Tuesday with 1,200 patients being seen on the first day . The \$219 million glass and steel building on Cambridge Street , with underground parking for 725 cars , is the largest ambulatory care facility in New England . The project began more than two years ...",deeplift,dev,2,dev_9017,deeplift
16100,Reuters - It is an old trick -- and one that has\been used by Congolese musicians and soccer players in the past\-- but it still angered many back home .,gradients,dev,4,dev_16100,gradients
4510,"Planning for Israel # 39;s withdrawal from the Gaza Strip is at an advanced stage and the army is awaiting only the order to go ahead , the Israeli army chief said on Thursday .",scaled attention,dev,0,dev_4510,scaled attention
9899,"Less than a month after IBM Corp. claimed the world 's fastest computer crown from NEC Corp. , the Japanese company is trying to win it back with a new supercomputer that will be available from December , it said Wednesday .",lime,dev,3,dev_9899,lime
16084,"GIVE professional golfers a sunny day with no wind , combine that with receptive greens and you have a recipe for low scores . Such were the conditions that greeted the players at Coolum for the PGA Championship",deeplift,dev,2,dev_16084,deeplift
