,Unnamed: 0,text,label,exp_split,label_id,annotation_id,feat
516,516,a carefully structured scream of consciousness that is tortured and unsettling but unquestionably alive,2,train,others,test_516,lime
1745,1745,a tv episode inflated past its natural length,3,train,lime,test_1745,gradients
1126,1126,a broadly played lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags,4,train,attention,test_1126,lime
415,415,maguire is a surprisingly effective peter spider man,4,train,attention,test_415,attention
1511,1511,an ungainly comedy deficient b movie rush job,4,train,attention,test_1511,ig
1497,1497,the issue of faith is not explored very deeply,4,train,attention,test_1497,ig
263,263,even with all those rough edges safely sanded down the american insomnia is still pretty darned good,0,train,ig,test_263,lime
1669,1669,the impact of the armenian genocide is diluted by too much stage business in the modern day,4,train,attention,test_1669,attention
846,846,an excellent romp that boasts both a heart and a mind,1,train,gradients,test_846,attention
291,291,it s amazingly perceptive in its subtle supportive but unsentimental look at the marks family,4,train,attention,test_291,lime
1287,1287,this idea has lost its originality and neither star appears very excited at rehashing what was basically a one joke picture,0,train,ig,test_1287,attention
251,251,if you re in a mind set for goofy comedy the troopers will entertain with their gross outs bawdy comedy and head games,4,train,attention,test_251,lime
605,605,a beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world,4,train,attention,test_605,lime
1622,1622,this is n t a friday worth waiting for,2,train,others,test_1622,ig
1438,1438,looks awfully like one long tourist spot for a mississippi that may never have existed outside of a scriptwriter s imagination,2,train,others,test_1438,attention
1025,1025,nothing plot wise is worth e mailing home about,4,train,attention,test_1025,gradients
1399,1399,i saw knockaround guys yesterday and already the details have faded like photographs from the spanish american war it s so unmemorable that it turned my ballpoint notes to invisible ink,4,train,attention,test_1399,attention
380,380,working from elliott s memoir rohmer fashions the sort of delicate articulate character and relationship study he s favored for decades,2,train,others,test_380,gradients
1580,1580,though ganesh is successful in a midlevel sort of way there s nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention,3,train,lime,test_1580,ig
967,967,if shayamalan wanted to tell a story about a man who loses his faith why did n t he just do it instead of using bad sci fi as window dressing,1,train,gradients,test_967,ig
367,367,it s a sly wink to the others without becoming a postmodern joke made creepy by its men in a sardine can warped logic,1,train,gradients,test_367,lime
402,402,the result is mesmerizing filled with menace and squalor,4,train,attention,test_402,lime
678,678,her delivery and timing are flawless,4,train,attention,test_678,lime
1634,1634,a mostly tired retread of several other mob tales,1,train,gradients,test_1634,ig
1026,1026,we are left with a superficial snapshot that however engaging is insufficiently enlightening and inviting,4,train,attention,test_1026,ig
1119,1119,as conceived by mr schaeffer christopher and grace are little more than collections of quirky traits lifted from a screenwriter s outline and thrown at actors charged with the impossible task of making them jell,4,train,attention,test_1119,ig
899,899,sturdy entertaining period drama both caine and fraser have their moments,0,train,ig,test_899,gradients
535,535,ice cube holds the film together with an engaging and warm performance,4,train,attention,test_535,attention
951,951,it s best to avoid imprisonment with the dull nerdy folks that inhabit cherish,3,train,lime,test_951,deeplift
979,979,"i would have preferred a transfer down the hall to mr holland s class for the music or to robin williams s lecture
so i could listen to a teacher with humor passion and verve",2,train,others,test_979,gradients
496,496,a moody horror thriller elevated by deft staging and the director s well known narrative gamesmanship,3,train,lime,test_496,ig
1649,1649,there s nothing provocative about this film save for the ways in which it studiously avoids provoking thought,4,train,attention,test_1649,ig
459,459,a pro fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances,0,train,ig,test_459,lime
1308,1308,feels like six different movies fighting each other for attention,1,train,gradients,test_1308,ig
211,211,his characters are engaging intimate and the dialogue is realistic and greatly moving,1,train,gradients,test_211,gradients
937,937,the film takes too long getting to the good stuff then takes too long figuring out what to do next,1,train,gradients,test_937,deeplift
1434,1434,but here s the real damn it is n t funny either,2,train,others,test_1434,ig
173,173,she must have a very strong back,3,train,lime,test_173,lime
1311,1311,despite a powerful portrayal by binoche it s a period romance that suffers from an overly deliberate pace and uneven narrative momentum,3,train,lime,test_1311,attention
192,192,visits spy movie territory like a novel you ca n t put down examines a footnote to history seldom brought to light on the screen and keeps you guessing from first frame to last,0,train,ig,test_192,attention
142,142,a solidly seaworthy chiller,0,train,ig,test_142,ig
1436,1436,what you get with empire is a movie you ve seen many times before repackaged as new material because there is a latino in the lead,4,train,attention,test_1436,gradients
1216,1216,so stupid so ill conceived so badly drawn it created whole new levels of ugly,0,train,ig,test_1216,attention
1804,1804,the master of disaster it s a piece of dreck disguised as comedy,1,train,gradients,test_1804,deeplift
1425,1425,no movement no yuks not much of anything,4,train,attention,test_1425,attention
229,229,has it ever been possible to say that williams has truly inhabited a character,0,train,ig,test_229,scaled attention
569,569,it s an example of sophisticated challenging filmmaking that stands despite its noticeable lack of emotional heft in welcome contrast to the indulgent dead end experimentation of the director s previous full frontal,1,train,gradients,test_569,attention
758,758,this concoction so bizarre to the adult mind is actually a charming triumph where its intended under 12 audience is concerned,4,train,attention,test_758,lime
1241,1241,feel bad for king who s honestly trying and schwartzman who s shot himself in the foot,0,train,ig,test_1241,attention
597,597,what jackson has accomplished here is amazing on a technical level,1,train,gradients,test_597,attention
761,761,no,3,train,lime,test_761,gradients
154,154,an experience so engrossing it is like being buried in a new environment,3,train,lime,test_154,lime
1454,1454,the acting is stiff the story lacks all trace of wit the sets look like they were borrowed from gilligan s island and the cgi scooby might well be the worst special effects creation of the year,4,train,attention,test_1454,attention
1427,1427,thirty years ago it would have been groundbreaking,0,train,ig,test_1427,lime
884,884,fine acting but there is no sense of connecting the dots just dots,3,train,lime,test_884,ig
1205,1205,this is n t just the cliffsnotes version of nicholas nickleby it s the cliffsnotes with pages missing,4,train,attention,test_1205,attention
1359,1359,too much of this well acted but dangerously slow thriller feels like a preamble to a bigger more complicated story one that never materializes,0,train,ig,test_1359,deeplift
1018,1018,it s getting harder and harder to ignore the fact that hollywood is n t laughing with us folks,4,train,attention,test_1018,attention
1650,1650,the premise for this kegger comedy probably sounded brilliant four six packs and a pitcher of margaritas in but the film must have been written in the thrall of a vicious hangover,3,train,lime,test_1650,ig
74,74,the tenderness of the piece is still intact,3,train,lime,test_74,ig
808,808,one of the best of the year,0,train,ig,test_808,ig
414,414,as the story moves inexorably through its seven day timeframe the picture becomes increasingly mesmerizing,3,train,lime,test_414,lime
1459,1459,moot point,4,train,attention,test_1459,ig
1230,1230,rather you ll have to wrestle disbelief to the ground and then apply the chloroform soaked handkerchief,3,train,lime,test_1230,attention
930,930,the subject of swinging still seems ripe for a documentary just not this one,3,train,lime,test_930,ig
640,640,the comic performances are all spot on especially lee ross s turn as ken,0,train,ig,test_640,ig
233,233,all the performances are top notch and once you get through the accents all or nothing becomes an emotional though still positive wrench of a sit,4,train,attention,test_233,lime
20,20,an idealistic love story that brings out the latent 15 year old romantic in everyone,0,train,ig,test_20,attention
1681,1681,what could have been a neat little story about believing in yourself is swamped by heavy handed melodrama,2,train,others,test_1681,ig
29,29,cantet perfectly captures the hotel lobbies two lane highways and roadside cafes that permeate vincent s days,0,train,ig,test_29,attention
803,803,a comprehensive and provocative film one that pushes the boundaries of biography and challenges its audience,2,train,others,test_803,scaled attention
882,882,a movie that will touch the hearts of both children and adults as well as bring audiences to the edge of their seats,3,train,lime,test_882,lime
1613,1613,based on a david leavitt story the film shares that writer s usual blend of observant cleverness too facile coincidence and slightly noxious preciousness,3,train,lime,test_1613,lime
1054,1054,even those of a single digit age will be able to recognize that this story is too goofy even for disney,0,train,ig,test_1054,attention
290,290,compelling revenge thriller though somewhat weakened by a miscast leading lady,4,train,attention,test_290,deeplift
914,914,the story drifts so inexorably into cliches about tortured and torturing artists and consuming but impossible love that you ca n t help but become more disappointed as each overwrought new sequence plods on,4,train,attention,test_914,ig
1276,1276,director dirk shafer and co writer greg hinton ride the dubious divide where gay porn reaches for serious drama,2,train,others,test_1276,lime
1093,1093,could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison,1,train,gradients,test_1093,gradients
1111,1111,neither funny nor suspenseful nor particularly well drawn,3,train,lime,test_1111,ig
114,114,an original gem about an obsession with time,3,train,lime,test_114,deeplift
1572,1572,this pep talk for faith hope and charity does little to offend but if saccharine earnestness were a crime the film s producers would be in the clink for life,3,train,lime,test_1572,gradients
1115,1115,a waste of good performances,3,train,lime,test_1115,ig
465,465,in his debut as a film director denzel washington delivers a lean and engaging work,0,train,ig,test_465,ig
889,889,the wwii drama is well plotted visually striking and filled with enjoyably complex characters who are never what they first appear,4,train,attention,test_889,attention
167,167,tadpole is a sophisticated funny and good natured treat slight but a pleasure,1,train,gradients,test_167,attention
407,407,the pleasures of super troopers may be fleeting but they ll register strongly with anybody who still retains a soft spot for precollegiate humor,1,train,gradients,test_407,lime
320,320,jacquot s tosca is a treat,3,train,lime,test_320,lime
1743,1743,the streets shot by cinematographer michael ballhaus may be as authentic as they are mean but it is nearly impossible to care about what happens on them,2,train,others,test_1743,ig
897,897,even when foreign directors borrow stuff from hollywood they invariably shake up the formula and make it more interesting,0,train,ig,test_897,ig
1609,1609,it s the kind of movie you ca n t quite recommend because it is all windup and not much of a pitch yet you ca n t bring yourself to dislike it,2,train,others,test_1609,ig
1101,1101,a sour nasty offering,4,train,attention,test_1101,deeplift
704,704,a map of the inner rhythms of love and jealousy and sacrifice drawn with a master s steady stroke,2,train,others,test_704,gradients
920,920,for anyone who grew up on disney s 1950 treasure island or remembers the 1934 victor fleming classic this one feels like an impostor,0,train,ig,test_920,ig
566,566,it has the courage to wonder about big questions with sincerity and devotion,3,train,lime,test_566,attention
1555,1555,at times however dogtown and z boys lapses into an insider s lingo and mindset that the uninitiated may find hard to follow or care about,0,train,ig,test_1555,attention
598,598,as teen movies go orange county is a refreshing change,0,train,ig,test_598,attention
257,257,a savvy exploration of paranoia and insecurity in america s culture of fear,1,train,gradients,test_257,lime
255,255,the new guy does have a heart,4,train,attention,test_255,attention
727,727,merchant effectively translates naipaul s lively mix of characters from the page to screen,4,train,attention,test_727,lime
705,705,a psychological thriller with a smart script and an obsessive compulsive s attention to detail,1,train,gradients,test_705,lime
987,987,arguably the year s silliest and most incoherent movie,2,train,others,test_987,gradients
497,497,as a singular character study it s perfect,3,train,lime,test_497,attention
898,898,a cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe the most aggressively nerve wracking and screamingly neurotic romantic comedy in cinema history,1,train,gradients,test_898,ig
130,130,enormously likable partly because it is aware of its own grasp of the absurd,0,train,ig,test_130,attention
1780,1780,a lousy movie that s not merely unwatchable but also unlistenable,3,train,lime,test_1780,attention
100,100,somewhere short of tremors on the modern b scene neither as funny nor as clever though an agreeably unpretentious way to spend ninety minutes,3,train,lime,test_100,gradients
171,171,there are enough moments of heartbreaking honesty to keep one glued to the screen,0,train,ig,test_171,lime
491,491,a historical epic with the courage of its convictions about both scope and detail,1,train,gradients,test_491,attention
1700,1700,my response to the film is best described as lukewarm,3,train,lime,test_1700,attention
1477,1477,a fairly by the books blend of action and romance with sprinklings of intentional and unintentional comedy,4,train,attention,test_1477,lime
110,110,schweiger is talented and terribly charismatic qualities essential to both movie stars and social anarchists,3,train,lime,test_110,attention
1224,1224,he d create a movie better than this,1,train,gradients,test_1224,ig
1020,1020,might have been better off as a documentary with less of mr eyre s uninspired dramatics and more of his sense of observation and outrage,3,train,lime,test_1020,attention
1226,1226,a very bad sign,2,train,others,test_1226,deeplift
712,712,a real story about real people living their lives concerned about the future of an elderly mentally handicapped family member,0,train,ig,test_712,gradients
827,827,a pleasurably jacked up piece of action moviemaking,3,train,lime,test_827,lime
1479,1479,the story bogs down in a mess of purposeless violence,0,train,ig,test_1479,attention
1657,1657,"not terrible filmmaking bad but more like i once had a nightmare like this
and it s now coming true bad",2,train,others,test_1657,deeplift
1019,1019,it s laughing at us,3,train,lime,test_1019,gradients
1160,1160,for all its highfalutin title and corkscrew narrative the movie turns out to be not much more than a shaggy human tale,4,train,attention,test_1160,attention
1544,1544,would seem to have a lock on the title of ugliest movie of the year,4,train,attention,test_1544,gradients
960,960,the use of cgi and digital ink and paint make the thing look really slick,1,train,gradients,test_960,attention
659,659,sharp lively funny and ultimately sobering film,1,train,gradients,test_659,attention
1593,1593,apallingly absurd the chemistry or lack thereof between newton and wahlberg could turn an imax theater into a 9 black and white portable tv,2,train,others,test_1593,attention
1402,1402,at first the sight of a blind man directing a film is hilarious but as the film goes on the joke wears thin,0,train,ig,test_1402,deeplift
270,270,an amusing breezily apolitical documentary about life on the campaign trail,0,train,ig,test_270,lime
1630,1630,a great ending does n t make up for a weak movie and crazy as hell does n t even have a great ending,1,train,gradients,test_1630,ig
63,63,absorbing and disturbing perhaps more disturbing than originally intended but a little clarity would have gone a long way,0,train,ig,test_63,lime
393,393,two generations within one family test boundaries in this intelligent and restrained coming of age drama,1,train,gradients,test_393,attention
1094,1094,i did n t laugh at the ongoing efforts of cube and his skinny buddy mike epps to make like laurel and hardy n the hood,0,train,ig,test_1094,attention
1558,1558,the writers director wally wolodarsky and all the actors should start their own coeducational fraternity kappa rho alpha phi,4,train,attention,test_1558,ig
892,892,this time out sade is an unsettlingly familiar figure in turns loyal and deceitful responsible and reckless idealistically selfless and coldly self interested,4,train,attention,test_892,ig
1295,1295,it would be hard to think of a recent movie that has worked this hard to achieve this little fun,2,train,others,test_1295,attention
543,543,claude miller airs out a tight plot with an easy pace and a focus on character drama over crime film complications,1,train,gradients,test_543,lime
778,778,the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini mod madness of 60s spy movies,1,train,gradients,test_778,lime
1184,1184,i cry for i spy or i would if this latest and laziest imaginable of all vintage tv spinoffs were capable of engendering an emotional response of any kind,4,train,attention,test_1184,ig
1300,1300,as are its star its attitude and its obliviousness,1,train,gradients,test_1300,ig
169,169,i admired this work a lot,2,train,others,test_169,ig
36,36,fuller would surely have called this gutsy and at times exhilarating movie a great yarn,0,train,ig,test_36,attention
243,243,the unique tug of war with viewer expectations is undeniable if not a pleasure in its own right,1,train,gradients,test_243,lime
82,82,a roller coaster ride of a movie,0,train,ig,test_82,ig
1284,1284,can see where this dumbed down concoction is going,0,train,ig,test_1284,gradients
945,945,when de palma s bad he s really bad and femme fatale ranks with the worst he has done,4,train,attention,test_945,ig
860,860,a candid and often fascinating documentary about a pentecostal church in dallas that assembles an elaborate haunted house each year to scare teenagers into attending services,0,train,ig,test_860,ig
372,372,the level of maturity displayed by this 33 year old first time feature director is astonishing considering her inexperience and her subject matter,2,train,others,test_372,lime
1046,1046,shadyac shoots his film like an m night shyamalan movie and he frequently maintains the same snail s pace he just forgot to add any genuine tension,3,train,lime,test_1046,ig
1361,1361,let your silly childhood nostalgia slumber unmolested,3,train,lime,test_1361,attention
1332,1332,too bad the former murphy brown does n t pop reese back,0,train,ig,test_1332,attention
1170,1170,all i can say is fuhgeddaboutit,3,train,lime,test_1170,ig
751,751,a picture that extols the virtues of comradeship and community in a spunky spirited fashion,0,train,ig,test_751,ig
507,507,this version incarnates the prophetic book in a way even its exacting author might admire,0,train,ig,test_507,attention
1244,1244,the enormous comic potential of an oafish idiot impersonating an aristocrat remains sadly unrealized,3,train,lime,test_1244,ig
1037,1037,pumpkin sits in a patch somewhere between mirthless todd solondzian satire and callow student film,3,train,lime,test_1037,deeplift
1234,1234,undercover brother does n t go far enough,0,train,ig,test_1234,ig
584,584,it s fairly self aware in its dumbness,1,train,gradients,test_584,ig
511,511,an impossible romance but we root for the patronized iranian lad,2,train,others,test_511,ig
177,177,as an entertainment the movie keeps you diverted and best of all it lightens your wallet without leaving a sting,4,train,attention,test_177,attention
276,276,this bold and lyrical first feature from raja amari expands the pat notion that middle aged women just wanna have fun into a rousing treatise of sensual empowerment,4,train,attention,test_276,gradients
879,879,it further declares its director zhang yang of shower as a boldly experimental contemporary stylist with a bright future,3,train,lime,test_879,attention
547,547,a hollywood sheen bedevils the film from the very beginning but lohman s moist deeply emotional eyes shine through this bogus veneer,4,train,attention,test_547,lime
719,719,lathan and diggs have considerable personal charm and their screen rapport makes the old story seem new,2,train,others,test_719,gradients
476,476,a generation x artifact capturing a brief era of insanity in the sports arena that surely can not last,4,train,attention,test_476,lime
225,225,the movie has a soft percolating magic a deadpan suspense,4,train,attention,test_225,lime
632,632,the film is an enjoyable family film pretty much aimed at any youngster who loves horses,1,train,gradients,test_632,attention
216,216,you might not buy the ideas,1,train,gradients,test_216,ig
1053,1053,de niro and mcdormand give solid performances but their screen time is sabotaged by the story s inability to create interest,0,train,ig,test_1053,gradients
837,837,a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man s tortured soul,4,train,attention,test_837,attention
180,180,it extends the writings of jean genet and john rechy the films of fassbinder perhaps even the nocturnal works of goya,1,train,gradients,test_180,lime
918,918,the film seems a dead weight,4,train,attention,test_918,lime
745,745,a charming romantic comedy that is by far the lightest dogme film and among the most enjoyable,3,train,lime,test_745,attention
901,901,it s a glorious groove that leaves you wanting more,3,train,lime,test_901,attention
1483,1483,another big dumb action movie in the vein of xxx the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through,0,train,ig,test_1483,attention
1818,1818,an hilarious romantic comedy,0,train,ig,test_1818,lime
677,677,cho s fearless in picking apart human foibles not afraid to lay her life bare in front of an audience,3,train,lime,test_677,ig
638,638,it dares to be a little different and that shading is what makes it worthwhile,1,train,gradients,test_638,attention
44,44,some actors have so much charisma that you d be happy to listen to them reading the phone book,3,train,lime,test_44,lime
1498,1498,the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels,3,train,lime,test_1498,attention
264,264,i do n t know precisely what to make of steven soderbergh s full frontal though that did n t stop me from enjoying much of it,3,train,lime,test_264,ig
1088,1088,an afterschool special without the courage of its convictions,4,train,attention,test_1088,ig
1747,1747,all these developments and challenges facing santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility,3,train,lime,test_1747,attention
1238,1238,the movie bounces all over the map,3,train,lime,test_1238,deeplift
1765,1765,about as cutting edge as pet rock the movie,3,train,lime,test_1765,ig
896,896,shainberg weaves a carefully balanced scenario that is controlled by neither character is weirdly sympathetic to both and manages to be tender and darkly comic,3,train,lime,test_896,lime
850,850,this is n t a narrative film i do n t know if it s possible to make a narrative film about september 11th though i m sure some will try but it s as close as anyone has dared to come,4,train,attention,test_850,scaled attention
94,94,edited and shot with a syncopated style mimicking the work of his subjects pray turns the idea of the documentary on its head making it rousing invigorating fun lacking any mtv puffery,4,train,attention,test_94,lime
175,175,without heavy handedness dong provides perspective with his intelligent grasp of human foibles and contradictions,4,train,attention,test_175,lime
398,398,not too far below the gloss you can still feel director denis villeneuve s beating heart and the fondness he has for his characters,0,train,ig,test_398,lime
1196,1196,too loud too long and too frantic by half die another day suggests that the bond franchise has run into a creative wall that 007 can not fly over tunnel under or barrel through,3,train,lime,test_1196,deeplift
332,332,george clooney proves he s quite a talented director and sam rockwell shows us he s a world class actor with confessions of a dangerous mind,4,train,attention,test_332,deeplift
1056,1056,it is a comedy that s not very funny and an action movie that is not very thrilling and an uneasy alliance at that,2,train,others,test_1056,deeplift
31,31,though it is by no means his best work laissez passer is a distinguished and distinctive effort by a bona fide master a fascinating film replete with rewards to be had by all willing to make the effort to reap them,0,train,ig,test_31,ig
744,744,its direction its script and weaver s performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes if that s what you re in the mood for,4,train,attention,test_744,lime
1259,1259,opens as promising as any war adventure film you ll ever see and dissolves into a routine courtroom drama better suited for a movie titled glory a soldier s story,3,train,lime,test_1259,ig
374,374,disney s live action division has a history of releasing cinematic flotsam but this is one occasion when they have unearthed a rare gem,0,train,ig,test_374,lime
1421,1421,all the well meaningness in the world ca n t erase the fact that the believer feels like a 12 step program for the jewish nazi,1,train,gradients,test_1421,gradients
408,408,the film is exhilarating to watch because sandler liberated from the constraints of formula reveals unexpected depths as an actor,4,train,attention,test_408,lime
1723,1723,like those to rome all roads in the banger sisters inevitably lead to a joke about hawn s breasts which constantly threaten to upstage the woman sporting them,4,train,attention,test_1723,attention
685,685,a slick well oiled machine exquisitely polished and upholstered,3,train,lime,test_685,lime
418,418,it has fun being grown up,2,train,others,test_418,lime
1413,1413,denzel washington s efforts are sunk by all the sanctimony,3,train,lime,test_1413,ig
144,144,there are as many misses as hits but ultimately it finds humor in the foibles of human behavior and it s a welcome return to the roots of a genre that should depend on surprises,1,train,gradients,test_144,attention
1574,1574,if this is the danish idea of a good time prospective tourists might want to consider a different destination some jolly country embroiled in a bloody civil war perhaps,3,train,lime,test_1574,deeplift
265,265,the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology,4,train,attention,test_265,attention
986,986,with the candy like taste of it fading faster than 25 cent bubble gum i realized this is a throwaway movie that wo n t stand the test of time,2,train,others,test_986,attention
14,14,offers a breath of the fresh air of true sophistication,1,train,gradients,test_14,attention
1118,1118,but i was n t,1,train,gradients,test_1118,ig
528,528,this is as powerful a set of evidence as you ll ever find of why art matters and how it can resonate far beyond museum walls and through to the most painfully marginal lives,4,train,attention,test_528,lime
391,391,jason x has cheesy effects and a hoary plot but its macabre self deprecating sense of humor makes up for a lot,4,train,attention,test_391,lime
853,853,cedar takes a very open minded approach to this sensitive material showing impressive control both visually and in the writing,0,train,ig,test_853,scaled attention
729,729,what could have become just another cautionary fable is allowed to play out as a clever charming tale as pleasantly in its own way as its self dramatizing characters,0,train,ig,test_729,scaled attention
801,801,still i thought it could have been more,0,train,ig,test_801,deeplift
78,78,if nothing else this movie introduces a promising unusual kind of psychological horror,3,train,lime,test_78,attention
603,603,a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with it does possess a loose lackadaisical charm,4,train,attention,test_603,lime
387,387,a great comedy filmmaker knows great comedy need n t always make us laugh,0,train,ig,test_387,ig
183,183,drumline is entertaining for what it does and admirable for what it does n t do,2,train,others,test_183,lime
1473,1473,perhaps the heaviest most joyless movie ever made about giant dragons taking over the world,4,train,attention,test_1473,lime
1404,1404,the story itself is uninteresting and the songs are painfully undistinguished they might be giants so to be one of us may be the most tuneless tune ever composed,1,train,gradients,test_1404,attention
835,835,this cheery down to earth film is warm with the cozy feeling of relaxing around old friends,1,train,gradients,test_835,attention
1515,1515,instead of kicking off the intrigue and suspense and mystery of the whole thing hart s war like the st louis rams in the super bowl waits until after halftime to get started,0,train,ig,test_1515,gradients
190,190,daring mesmerizing and exceedingly hard to forget,4,train,attention,test_190,gradients
1694,1694,i spy is an embarrassment a monotonous disjointed jumble of borrowed plot points and situations,3,train,lime,test_1694,deeplift
1645,1645,the two leads are almost good enough to camouflage the dopey plot but so much naturalistic small talk delivered in almost muffled exchanges eventually has a lulling effect,3,train,lime,test_1645,gradients
364,364,a hip ride into hyper time clockstoppers is a lively and enjoyable adventure for all ages at any time,4,train,attention,test_364,ig
868,868,a captivating cross cultural comedy of manners,4,train,attention,test_868,gradients
1159,1159,accuracy and realism are terrific but if your film becomes boring and your dialogue is n t smart then you need to use more poetic license,2,train,others,test_1159,lime
245,245,it s almost impossible not to be moved by the movie s depiction of sacrifice and its stirring epilogue in post soviet russia,3,train,lime,test_245,lime
881,881,full of profound real life moments that anyone can relate to it deserves a wide audience,1,train,gradients,test_881,gradients
274,274,he just wants them to be part of the action the wallpaper of his chosen reality,2,train,others,test_274,ig
147,147,makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran s borderlands,0,train,ig,test_147,lime
1129,1129,though a bit of a patchwork in script and production a glossy rich green environment almost makes the picture work,3,train,lime,test_1129,lime
294,294,the diversity of the artists represented both in terms of style and ethnicity prevents the proceedings from feeling repetitious as does the appropriately brief 40 minute running time,4,train,attention,test_294,ig
324,324,romanek keeps the film constantly taut reflecting the character s instability with a metaphorical visual style and an unnerving heartbeat like score,3,train,lime,test_324,attention
770,770,there is a refreshing absence of cynicism in stuart little 2 quite a rarity even in the family film market,1,train,gradients,test_770,lime
799,799,from spiritual rebirth to bruising defeat vincent s odyssey resonates in a profound way comparable to the classic films of jean renoir,4,train,attention,test_799,lime
539,539,an incredibly low rent danish film it brings a group of people together in a sweet and charming way if a little convenient,0,train,ig,test_539,gradients
1715,1715,murder by numbers is like a couple of mediocre tv movie of the week films clumsily stuck together,2,train,others,test_1715,attention
676,676,brilliant,4,train,attention,test_676,ig
1134,1134,this time kaufman s imagination has failed him,4,train,attention,test_1134,ig
900,900,a spunky original take on a theme that will resonate with singles of many ages,1,train,gradients,test_900,gradients
768,768,sits uneasily as a horror picture but finds surprising depth in its look at the binds of a small family,4,train,attention,test_768,lime
5,5,but he somehow pulls it off,1,train,gradients,test_5,ig
974,974,she lists ingredients but never mixes and stirs,1,train,gradients,test_974,attention
1168,1168,divertingly ridiculous headbangingly noisy,3,train,lime,test_1168,ig
103,103,it s obviously struck a responsive chord with many south koreans and should work its magic in other parts of the world,1,train,gradients,test_103,gradients
210,210,jirí hubac s script is a gem,0,train,ig,test_210,lime
1470,1470,though the book runs only about 300 pages it is so densely packed that even an ambitious adaptation and elaborate production like mr schepisi s seems skimpy and unclear,4,train,attention,test_1470,attention
41,41,may be spoofing an easy target those old 50 s giant creature features but it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today,2,train,others,test_41,lime
1386,1386,the performances are so leaden michael rymer s direction is so bloodless and the dialogue is so corny that the audience laughs out loud,1,train,gradients,test_1386,deeplift
1673,1673,for caine lovers only,3,train,lime,test_1673,ig
377,377,there are moments it can be heart rending in an honest and unaffected and gentle way,2,train,others,test_377,attention
1278,1278,as the characters get more depressed the story gets more tiresome especially as it continues to mount a conspicuous effort to be profound,1,train,gradients,test_1278,deeplift
146,146,there s enough science to make it count as educational and enough beauty to make it unforgettable,1,train,gradients,test_146,gradients
1661,1661,what could and should have been biting and droll is instead a tepid waste of time and talent,3,train,lime,test_1661,ig
1110,1110,much anticipated and ultimately lackluster movie,3,train,lime,test_1110,ig
1566,1566,sorry charlie,4,train,attention,test_1566,lime
1455,1455,enough trivializes an important crisis reduces it to an almost comic embarrassment,0,train,ig,test_1455,deeplift
1089,1089,director byler may yet have a great movie in him but charlotte sometimes is only half of one,0,train,ig,test_1089,gradients
1739,1739,had anyone here done anything remotely intelligent we all could have stopped watching long ago,3,train,lime,test_1739,gradients
205,205,the passions aroused by the discord between old and new cultures are set against the strange stark beauty of the mideast desert so lovingly and perceptively filmed that you can almost taste the desiccated air,0,train,ig,test_205,attention
1068,1068,for the most part i spy was an amusing lark that will probably rank as one of murphy s better performances in one of his lesser praised movies,1,train,gradients,test_1068,gradients
27,27,while it would be easy to give crush the new title of two weddings and a funeral it s a far more thoughtful film than any slice of hugh grant whimsy,2,train,others,test_27,ig
1104,1104,earnest falls short of its ideal predecessor largely due to parker s ill advised meddling with the timeless source material,3,train,lime,test_1104,attention
1461,1461,needless to say the dramatics that follow are utter hooey,3,train,lime,test_1461,gradients
1137,1137,frenetic but not really funny,4,train,attention,test_1137,gradients
204,204,i admired it particularly that unexpected downer of an ending,2,train,others,test_204,lime
1543,1543,static repetitive muddy and blurry hey arnold,0,train,ig,test_1543,gradients
1744,1744,flotsam in the sea of moviemaking not big enough for us to worry about it causing significant harm and not smelly enough to bother despising,2,train,others,test_1744,attention
670,670,the fact that the rookie is a nearly impeccable cinematic experience and a wonderful all ages triumph besides is a miracle akin to the story the film portrays,0,train,ig,test_670,attention
624,624,as a belated nod to some neglected all stars standing in the shadows of motown is cultural history of the best kind informative revealing and richly entertaining,0,train,ig,test_624,ig
411,411,what might have been a predictably heartwarming tale is suffused with complexity,3,train,lime,test_411,lime
1767,1767,not sweet enough to liven up its predictable story and will leave even fans of hip hop sorely disappointed,0,train,ig,test_1767,attention
740,740,a richly imagined and admirably mature work from a gifted director who definitely has something on his mind,1,train,gradients,test_740,ig
1032,1032,the movie will reach far beyond its core demographic,3,train,lime,test_1032,attention
